tag	old_tag_object	new_tag_object	unchanged_tree
v1.0.0	50a890e8a18bb9c14dfc2b935996cefcfd5ed976	77cd0e29c289761a4da9c1809ae82285f6363b0d	db9733dd9353a55c630e2b712dad6d042c703118
v1.0.1	70b19e397d6473f9d1f4b7c99938d2be7685a0b2	f4b5f4d7c50bfacebad56bd44d1c12479102d1e0	ae9265234bca0a7aa80de7e2e8e471c326931906
